"ndc","rxcui","va"
"00378110101",312593,"CV150"
"00378113401",834022,"MS102"
"00378114501",866111,"CN309"
"00378140396",312840,"CN105"
"00378161001",991061,"AU350"
"00378172293",722126,"CV400"
"00378172393",722137,"CV400"
"00378180010",966220,"HS851"
"00378180077",966220,"HS851"
"00378180310",966221,"HS851"
"00378180377",966221,"HS851"
"00378180510",966222,"HS851"
"00378180710",966253,"HS851"
"00378180777",966253,"HS851"
"00378180910",892246,"HS851"
"00378181110",966248,"HS851"
"00378181377",966224,"HS851"
"00378181510",966225,"HS851"
"00378181710",966249,"HS851"
"00378181777",966249,"HS851"
"00378181977",892251,"HS851"
"00378182377",966270,"HS851"
"00378193093",476556,"AM800"
"00378214605",313096,"CV704"
"00378247401",855942,"MS102"
"00378306677",477560,"CV350"
"00378323177",577776,"CV805"
"00378334053",1536586,"HS200"
"00378334999",242333,"HS300"
"00378335099",238003,"HS300"
"00378335299",238004,"HS300"
"00378343293",724859,"CN809"
"00378343393",724861,"CN809"
"00378354752",197931,"AN300"
"00378363201",200031,"CV100"
"00378363205",200031,"CV100"
"00378363301",200032,"CV100"
"00378363401",200033,"CV100"
"00378395005",617312,"CV350"
"00378395077",617312,"CV350"
"00378395105",617310,"CV350"
"00378395205",617311,"CV350"
"00378395277",617311,"CV350"
"00378395305",259255,"CV350"
"00378416001",864681,"AP101"
"00378416201",864675,"AP101"
"00378427577",313565,"AM800"
"00378427677",313564,"AM800"
"00378428885",359494,"CN105"
"00378439177",749802,"CV350"
"00378451993",597990,"CV200"
"00378456105",628953,"TN430"
"00378459510",866427,"CV100"
"00378459577",866427,"CV100"
"00378459677",866436,"CV100"
"00378459777",866412,"CV100"
"00378461501",1375948,"GA605"
"00378462026",241946,"HS300"
"00378462126",242891,"HS300"
"00378464026",242892,"HS300"
"00378464126",1149632,"HS300"
"00378464226",242891,"HS300"
"00378464326",241946,"HS300"
"00378464426",248478,"HS300"
"00378479106",105583,"DE600"
"00378483090",1741905,"DE752"
"00378489093",1095712,"AM800"
"00378518693",855812,"BL117"
"00378543035",403818,"OP210"
"00378563059",315223,"CN105"
"00378563159",313161,"CN105"
"00378563259",313160,"CN105"
"00378580793",349483,"CV805"
"00378581577",349200,"CV805"
"00378623101",283672,"CN609"
"00378623105",283672,"CN609"
"00378623201",200371,"CN609"
"00378623205",200371,"CN609"
"00378623301",309314,"CN609"
"00378623305",309314,"CN609"
"00378632277",200285,"CV400"
"00378632377",349353,"CV400"
"00378632477",636042,"CV400"
"00378632577",636045,"CV400"
"00378647044",226552,"CN550"
"00378647097",226552,"CN550"
"00378647099",226552,"CN550"
"00378661493",404064,"DE751"
"00378668877",251872,"GA900"
"00378668910",314200,"GA900"
"00378668977",314200,"GA900"
"00378685677",854834,"CN801"
"00378685777",854838,"CN801"
"00378685877",854850,"CN801"
"00378685977",854846,"CN801"
"00378686077",854842,"CN801"
"00378696112",1487361,"MS900"
"00378698188",351261,"GA900"
"00378698501",312997,"RE900"
"00378699152",351137,"RE102"
"00378699252",351136,"RE102"
"00378699789",724590,"RE900"
"00378700193",1738483,"CN609"
"00378705752",351137,"RE102"
"00378705852",351136,"RE102"
"00378716001",205322,"MS102"
"00378718505",861007,"HS502"
"00378718605",861010,"HS502"
"00378718705",861004,"HS502"
"00378727253",748961,"HS800"
"00378728053",1358776,"HS900"
"00378728053",1358776,"HS200"
"00378728153",751901,"HS200"
"00378728353",1358763,"HS900"
"00378728353",1358763,"HS200"
"00378728353",1358763,"TN410"
"00378728490",810096,"HS200"
"00378728590",749761,"HS200"
"00378728753",748868,"HS200"
"00378729189",1000405,"HS800"
"00378729189",1000405,"AN500"
"00378729253",748961,"HS800"
"00378729553",1359127,"HS900"
"00378730053",748800,"HS200"
"00378730353",1359132,"HS900"
"00378730353",1359132,"HS200"
"00378730353",1359132,"TN410"
"00378730753",748804,"HS200"
"00378773493",312087,"GA605"
"00378803077",311277,"GA900"
"00378803077",311277,"GA303"
"00378803093",311277,"GA900"
"00378803093",311277,"GA303"
"00378808220",106302,"DE752"
"00378808245",106302,"DE752"
"00378808320",106303,"DE752"
"00378808345",106303,"DE752"
"00378808420",198300,"DE752"
"00378808445",198300,"DE752"
"00378826393",753441,"CN802"
"00378827052",630208,"RE102"
"00378827091",630208,"RE102"
"00378827093",630208,"RE102"
"00378868854",358917,"DE752"
"00378870006",197312,"DE103"
"00378870049",197312,"DE103"
"00378876793",1010604,"CN101"
"00378877035",310169,"GU500"
"00378910293",861657,"CV250"
"00378910493",486148,"CV250"
"00378932032",2110510,"RE109"
"00378932132",2110513,"RE109"
"00378932232",2110516,"RE109"
"00378967130",1437702,"RE109"
"00378967193",1437702,"RE109"
"00406-0123-01",857002,"CN101"
"00406-0124-01",857005,"CN101"
"00406-0125-01",856999,"CN101"
"00406-0512-01",1049221,"CN101"
"00406-0523-01",1049214,"CN101"
"00406-0552-01",1049621,"CN101"
"00406-1170-03",1483744,"CN102"
"00406-8020-03",351267,"CN101"
"00406012301",857002,"CN101"
"00406012305",857002,"CN101"
"00406012310",857002,"CN101"
"00406012362",857002,"CN101"
"00406012401",857005,"CN101"
"00406012405",857005,"CN101"
"00406012410",857005,"CN101"
"00406012462",857005,"CN101"
"00406012501",856999,"CN101"
"00406012505",856999,"CN101"
"00406012510",856999,"CN101"
"00406012701",2001565,"CN802"
"00406013601",2001566,"CN802"
"00406015401",2001568,"CN802"
"00406048301",993770,"CN101"
"00406048401",993781,"CN101"
"00406048410",993781,"CN101"
"00406048501",993890,"CN101"
"00406048505",993890,"CN101"
"00406051201",1049221,"CN101"
"00406051205",1049221,"CN101"
"00406051262",1049221,"CN101"
"00406052201",1049225,"CN101"
"00406052205",1049225,"CN101"
"00406052301",1049214,"CN101"
"00406052305",1049214,"CN101"
"00406055201",1049621,"CN101"
"00406055262",1049621,"CN101"
"00406114201",1091497,"CN802"
"00406114401",1091150,"CN802"
"00406114601",1091392,"CN802"
"00406117001",1483744,"CN102"
"00406117003",1483744,"CN102"
"00406123601",1190572,"GA208"
"00406144501",1091145,"CN802"
"00406182001",1806187,"CN802"
"00406183001",1806189,"CN802"
"00406184001",1806191,"CN802"
"00406185001",1806193,"CN802"
"00406186001",1806197,"CN802"
"00406324301",897696,"CN101"
"00406324401",897702,"CN101"
"00406511101",1593856,"CN801"
"00406511201",854830,"CN801"
"00406511301",854834,"CN801"
"00406511401",854838,"CN801"
"00406511501",854850,"CN801"
"00406511601",854846,"CN801"
"00406511701",854842,"CN801"
"00406800503",351266,"CN101"
"00406802003",351267,"CN101"
"00406833001",891888,"CN101"
"00406851001",1049683,"CN101"
"00406851501",1049611,"CN101"
"00406888401",1009145,"CN801"
"00406888501",577957,"CN801"
"00406889101",541878,"CN801"
"00406889201",541892,"CN801"
"00406889301",577961,"CN801"
"00406889401",541363,"CN801"
"00406895101",861237,"CN801"
"00406895201",861221,"CN801"
"00406895301",861223,"CN801"
"00406895401",861225,"CN801"
"00406895501",861227,"CN801"
"00406895601",861232,"CN801"
"00406895801",884386,"CN801"
"00406895901",884385,"CN801"
"00406896101",884520,"CN801"
"00406896201",884532,"CN801"
"00406996101",198241,"CN302"
"00406996201",198242,"CN302"
"00409272101",1658637,"BL110"
"00409488710",540930,NA
"00409488810",1807637,"PH000"
"00409488810",1807637,"TN101"
"00409488810",1807637,"TN102"
"00409488810",1807637,"TN440"
"00409655701",835829,"HS100"
"00409656201",2047882,"HS100"
"00409662514",1868486,"TN476"
"00430042014",1037185,"HS900"
"00430042014",1037185,"HS200"
"00430042014",1037185,"TN410"
"00456045701",208534,"HS851"
"00456045801",208535,"HS851"
"00456045901",208540,"HS851"
"00456046001",208543,"HS851"
"00456046101",208544,"HS851"
"00456111030",1086776,"CN609"
"00456112030",1086780,"CN609"
"00456114030",1086786,"CN609"
"00456120130",1307415,"GA900"
"00456120230",1307421,"GA900"
"00456120330",1869699,"GA900"
"00456151060",833139,"CN609"
"00456152560",833149,"CN609"
"00456155060",833146,"CN609"
"00456222030",1433229,"CN609"
"00456224030",1433235,"CN609"
"00456228030",1433241,"CN609"
"00469012599",1307309,"AN900"
"00469260130",1300797,"GU201"
"00469260230",1300803,"GU201"
"00469260290",1300803,"GU201"
"00472-0382-15",848180,"DE200"
"00472008216",307730,"AM800"
"00472011720",106302,"DE752"
"00472011745",106302,"DE752"
"00472012645",722111,"DE752"
"00472015560",1053697,"DE250"
"00472016615",884308,"DE102"
"00472016630",884308,"DE102"
"00472024260",106387,"AP300"
"00472033720",310891,"DE200"
"00472033730",310891,"DE200"
"00472037915",308714,"DE250"
"00472037945",308714,"DE250"
"00472038045",238920,"DE200"
"00472038115",197405,"DE200"
"00472038145",197405,"DE200"
"00472038215",848180,"DE200"
"00472038245",848180,"DE200"
"00472080415",349351,"DE200"
"00472080460",349351,"DE200"
"00472103016",992675,"RE301"
"00472178310",855642,"DE200"
"00472179060",882548,"DE752"
"00472191530",248420,"RS100"
"00480204356",1086784,"CN609"
"00480235756",1436239,"CN400"
"00480235856",1437283,"CN400"
"00480315445",1663745,"DE752"
"00480716810",308135,"CV200"
"00480727098",904481,"CV350"
"00480868210",966220,"HS851"
"00480870410",966248,"HS851"
"00487020103",1437702,"RE109"
"00487020160",1437702,"RE109"
"00487030101",351137,"RE102"
"00487930103",312997,"RE900"
"00487950101",630208,"RE102"
"00487950103",630208,"RE102"
"00487950125",630208,"RE102"
"00487950160",630208,"RE102"
"00487960101",349094,"RE101"
"00487970130",351109,"RE101"
"00487980130",836358,"RE105"
"00487990130",245314,"RE102"
"00487990401",351136,"RE102"
"00487990425",351136,"RE102"
"00517003101",309594,"VT101"
"00517003125",309594,"VT101"
"00517042001",310190,"HS300"
"00517044001",310191,"HS300"
"00527058601",991061,"AU350"
"00527058610",991061,"AU350"
"00527076037",541878,"CN801"
"00527076237",541892,"CN801"
"00527076337",687043,"CN801"
"00527076437",577957,"CN801"
"00527076537",577961,"CN801"
"00527076637",541363,"CN801"
"00527079137",861221,"CN801"
"00527079237",861223,"CN801"
"00527079337",861225,"CN801"
"00527079437",861227,"CN801"
"00527079537",861232,"CN801"
"00527128201",991086,"AU350"
"00527128210",991086,"AU350"
"00527131301",1000913,"AU300"
"00527132601",858747,"GA900"
"00527133825",1650142,"AM250"
"00527133850",1650142,"AM250"
"00527134501",892246,"HS851"
"00527136701",198152,"MS400"
"00527136901",197555,"HS100"
"00527140701",1001004,"AU300"
"00527143501",351254,"MS200"
"00527150237",541892,"CN801"
"00527150337",687043,"CN801"
"00527150437",577957,"CN801"
"00527150537",577961,"CN801"
"00527150637",541363,"CN801"
"00527163201",198316,"CV704"
"00527169501",238154,"CN103"
"00527169505",238154,"CN103"
"00527185943",314227,"CN105"
"00527193206",197517,"GA303"
"00527193206",197517,"AM200"
"00527243041",993557,"CN609"
"00527260632",808753,"CN609"
"00527293441",312615,"HS051"
"00527328043",966220,"HS851"
"00527328143",966221,"HS851"
"00527328146",966221,"HS851"
"00527328243",966222,"HS851"
"00527328246",966222,"HS851"
"00527328343",966253,"HS851"
"00527328346",966253,"HS851"
"00527328443",892246,"HS851"
"00527328446",892246,"HS851"
"00527328543",966248,"HS851"
"00527328546",966248,"HS851"
"00527328643",966224,"HS851"
"00527328646",966224,"HS851"
"00527328743",966270,"HS851"
"00527328746",966270,"HS851"
"00527328846",966225,"HS851"
"00527328946",966249,"HS851"
"00527331137",1091170,"CN802"
"00527331237",1091185,"CN802"
"00527409437",238153,"CN103"
"00527411637",856535,"CV100"
"00527411737",856569,"CV100"
"00527411837",856460,"CV100"
"00527458037",1806187,"CN802"
"00527458137",1806189,"CN802"
"00527458237",1806191,"CN802"
"00527458337",1806193,"CN802"
"00527458437",1806197,"CN802"
"00527466237",854830,"CN801"
"00527466337",854834,"CN801"
"00527466437",854838,"CN801"
"00527466537",854850,"CN801"
"00527466737",854842,"CN801"
"00527495432",905458,"HS851"
"00527495532",905462,"HS851"
"00527495632",966404,"HS851"
"00527495732",905451,"HS851"
"00527512570",391937,"GA202"
"00527518070",313134,"AM650"
"00527530270",1357010,"RE502"
"00527551037",861237,"CN801"
"00527551137",861221,"CN801"
"00527551237",861223,"CN801"
"00527551337",861225,"CN801"
"00527551437",861227,"CN801"
"00527551537",861232,"CN801"
"00527600274",1010739,"NT300"
"00527810637",899511,"CN802"
"00527810737",899439,"CN802"
"00527810837",899461,"CN802"
"00527810937",899485,"CN802"
"00527811037",1101926,"CN802"
"00527811137",899495,"CN802"
"00527811237",1101932,"CN802"
"00527811337",1006608,"CN802"
"00536100836",318272,"CN103"
"00536100901",310325,"TN410"
"00536110688",198031,"AD900"
"00536123201",198467,"CN103"
"00536123201",198467,"GA110"
"00536123441",308416,"CN103"
"00536123441",308416,"GA110"
"00536137206",311975,"AD900"
"00536303023",311975,"AD900"
"00536340501",311975,"AD900"
"00536589488",198031,"AD900"
"00536589588",198029,"AD900"
"00536589671",198030,"AD900"
"00548540000",1000126,"HS800"
"00548560800",854255,"BL110"
"00548570100",1000153,"HS800"
"00548585000",310497,"HS503"
"00555-0886-02",197658,"HS300"
"00555-0886-02",197658,"HS900"
"00555-9016-58",753481,"HS200"
"00555-9018-58",762333,"HS200"
"00555003302",905369,"CN302"
"00555003305",905369,"CN302"
"00555007102",197832,"AM500"
"00555015902",905495,"CN302"
"00555015904",905495,"CN302"
"00555017178",835913,"AP101"
"00555021110",1000405,"HS800"
"00555021110",1000405,"AN500"
"00555032302",995253,"AH105"
"00555032402",995232,"AH105"
"00555057202",105585,"AN300"
"00555057235",105585,"AN300"
"00555060702",860221,"HS800"
"00555077502",1009145,"CN801"
"00555077602",687043,"CN801"
"00555077702",577957,"CN801"
"00555077902",1000114,"HS800"
"00555077904",1000114,"HS800"
"00555087202",1000135,"HS800"
"00555087302",1000141,"HS800"
"00555088602",197658,"HS300"
"00555088602",197658,"HS900"
"00555088604",197658,"HS300"
"00555088604",197658,"HS900"
"00555088702",197659,"HS300"
"00555088704",197659,"HS300"
"00555089902",197657,"HS300"
"00555095202",884386,"CN801"
"00555095302",884385,"CN801"
"00555097102",541878,"CN801"
"00555097202",541892,"CN801"
"00555097302",577961,"CN801"
"00555097402",541363,"CN801"
"00555099702",313979,"HS052"
"00555105686",643488,"DE751"
"00555105756",404065,"DE751"
"00555105786",404065,"DE751"
"00555900867",751868,"HS900"
"00555900867",751868,"HS200"
"00555900942",751871,"HS900"
"00555900942",751871,"HS200"
"00555901058",751870,"HS900"
"00555901058",751870,"HS200"
"00555901467",751885,"HS200"
"00555901658",753481,"HS200"
"00555901858",762333,"HS200"
"00555902058",751890,"HS200"
"00555902542",1358780,"HS900"
"00555902542",1358780,"HS200"
"00555902658",1358765,"HS900"
"00555902658",1358765,"HS200"
"00555902658",1358765,"TN410"
"00555902742",1359030,"HS900"
"00555902742",1359030,"HS200"
"00555902858",1359025,"HS900"
"00555902858",1359025,"HS200"
"00555902858",1359025,"TN410"
"00555903458",1095362,"HS200"
"00555903458",1095362,"HS900"
"00555904358",753482,"HS200"
"00555904558",750268,"HS200"
"00555904958",750265,"HS200"
"00555905058",762001,"HS200"
"00555906458",753483,"HS200"
"00555912366",762663,"HS200"
"00555913167",801185,"HS200"
"00574-0827-01",2047882,"HS100"
"00574010770",309371,"NT900"
"00574022701",898362,"CV400"
"00574022801",898372,"CV400"
"00574022901",898367,"CV400"
"00574029201",977880,"CV704"
"00574031216",2628437,NA
"00574079201",1000913,"AU300"
"00574082001",2047882,"HS100"
"00574082010",835840,"HS100"
"00574082701",2047882,"HS100"
"00574082710",835840,"HS100"
"00574110404",1357010,"RE502"
"00574110416",1357010,"RE502"
"00574200802",261178,"DE102"
"00574200815",261178,"DE102"
"00574200830",261178,"DE102"
"00574206145",313941,"DE102"
"00574210745",1598068,"DE752"
"00574220120",198300,"DE752"
"00574220145",198300,"DE752"
"00574220520",106303,"DE752"
"00574220545",106303,"DE752"
"00574222545",106302,"DE752"
"00574230115",313450,"DE752"
"00574232515",313451,"DE752"
"00574402435",310149,"OP210"
"00574402450",310149,"OP210"
"00574403105",309683,"OP350"
"00574403125",309683,"OP350"
"00574709012",1291082,"RS202"
"00574709312",1291085,"RS202"
"00574985510",1244214,"HS051"
"00591-0424-05",310812,"CV704"
"00591-2921-02",1596780,"HS100"
"00591-4128-79",835840,"HS100"
"00591034701",199903,"CV701"
"00591040401",897722,"CV200"
"00591042401",310812,"CV704"
"00591042405",310812,"CV704"
"00591044401",197745,"CV490"
"00591045301",197746,"CV490"
"00591046005",310490,"HS502"
"00591046010",310490,"HS502"
"00591046105",310488,"HS502"
"00591046110",310488,"HS502"
"00591060501",896758,"CV100"
"00591079401",991061,"AU350"
"00591079410",991061,"AU350"
"00591079501",991086,"AU350"
"00591079510",991086,"AU350"
"00591079601",198232,"GA900"
"00591079605",198232,"GA900"
"00591084501",315107,"HS502"
"00591090030",310489,"HS502"
"00591207030",197877,"DE700"
"00591215990",250344,"DE102"
"00591224522",686429,"GA900"
"00591225804",226552,"CN550"
"00591225879",226552,"CN550"
"00591236360",1596781,"HS100"
"00591247330",313195,"AN500"
"00591251030",1366550,"HS051"
"00591256201",197541,"MS400"
"00591256230",197541,"MS400"
"00591264101",1431286,"CN101"
"00591288001",897612,"CV200"
"00591288401",897624,"CV200"
"00591294430",562806,"DE900"
"00591333119",993541,"CN609"
"00591333130",993541,"CN609"
"00591352430",1597129,"HS100"
"00591352530",1745091,"DE700"
"00591354160",993518,"CN609"
"00591363630",857564,"GU201"
"00591366030",1874553,"CN609"
"00591372030",883826,"BL116"
"00591398401",205323,"MS102"
"00591403946",861512,"DE200"
"00591405289",1598068,"DE752"
"00591412879",835840,"HS100"
"00591505210",312617,"HS051"
"00591530701",992447,"AH100"
"00591530710",992447,"AH100"
"00591532501",198153,"MS400"
"00591533501",905269,"AU350"
"00591544210",198145,"HS051"
"00591544221",763185,"HS051"
"00591544301",312615,"HS051"
"00591544305",312615,"HS051"
"00591544310",312615,"HS051"
"00591554310",197319,"MS400"
"00591554401",197320,"MS400"
"00591555401",856448,"CV100"
"00591555601",856519,"CV100"
"00591555610",856519,"CV100"
"00591564201",197987,"CV490"
"00591564301",197986,"CV490"
"00591569401",197985,"AM250"
"00591569460",197985,"AM250"
"00591569550",197984,"AM250"
"00591578201",197383,"CV400"
"00591578301",197382,"CV400"
"00597-0100-61",1552004,"RE105"
"00597002402",1190225,"RE109"
"00597007541",580261,"RE105"
"00597010061",1552004,"RE105"
"00597014030",1100706,"HS502"
"00597014760",1243040,"HS502"
"00597014860",1243026,"HS502"
"00597015230",1545664,"HS502"
"00597015290",1545664,"HS502"
"00597015330",1545668,"HS502"
"00597015390",1545668,"HS502"
"00597015561",1651275,"RE109"
"00597015960",1664321,"HS502"
"00597016061",1667882,"RE105"
"00597016430",1602120,"HS502"
"00597016860",1665369,"HS502"
"00597017560",1664328,"HS502"
"00597018230",1602115,"HS502"
"00597027533",1796096,"HS502"
"00597029059",1862701,"HS502"
"00597029074",1862701,"HS502"
"00597029578",1862697,"HS502"
"00597029588",1862697,"HS502"
"00597030045",1862692,"HS502"
"00597039523",2359358,"HS502"
"00603-5484-21",856519,"CV100"
"00603188016",1745091,"DE700"
"00603211532",197319,"MS400"
"00603211628",197320,"MS400"
"00603211632",197320,"MS400"
"00603243421",885213,"AU350"
"00603254021",197426,"CN103"
